datetime,alpha_rad,psi_rad,muN,muE,muS,muW,uN,uE,uS,uW,I_N,I_E,I_S,I_W
2014-06-20 05:00:00,-0.4877009026026381,4.231411163788927,0.0,0.0,0.2790135987917669,0.8381939682168367,1.0,0.5340811868260159,1.0,0.3021258817493001,0.0,0.0,0.0,0.0
2014-06-20 06:00:00,-0.2523323642845101,4.282536218696469,0.0,0.0,0.2584832900968502,0.9331959626813587,1.0,0.3035665256250032,1.0,0.0,0.0,0.0,0.0,0.0
2014-06-20 07:00:00,-0.013077186250032992,4.303064244659992,0.0,0.0,0.24707730350556525,0.9689075306965251,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-06-20 08:00:00,0.22608859437624754,4.297719659949864,0.0,0.0,0.24585352850430764,0.943029705775352,0.0,0.27862773053963563,0.0,0.0,64.17500020984792,64.17500020984792,64.17500020984792,64.17500020984792
2014-06-20 09:00:00,0.464124542043095,4.264366103807228,0.0,0.0,0.254316373333087,0.8572872910522285,0.0,0.5517762347105096,0.0,0.32863031898305384,100.78000035824367,100.78000035824367,100.78000035824367,262.3694009533227
2014-06-20 10:00:00,0.6961218022204783,4.190110403964219,0.0,0.0,0.2722061921153754,0.7174305086168447,0.0,0.6517271005630618,0.0,0.4783412136774834,118.1800004811301,118.1800004811301,118.1800004811301,332.13687118573705
2014-06-20 11:00:00,0.9137389227960095,4.042504565601275,0.0,0.0,0.2983038232654835,0.5329903670679104,0.0,0.6874212812518108,0.0,0.5318055601913037,146.55000058981187,146.55000058981187,146.55000058981187,339.96872872264214
2014-06-20 12:00:00,1.0951995028559613,3.745273211783391,0.0,0.0,0.33083075634890624,0.3165361572502403,0.0,0.6909325338454431,0.0,0.537064871982222,155.0050006845849,155.0050006845849,155.0050006845849,289.4957572988112
2014-06-20 13:00:00,1.184473313217049,3.2035662376984044,0.0,0.0,0.3675703346293064,0.08281887585541431,0.0,0.6722749660640837,0.0,0.509118729229543,176.97500063045592,176.97500063045592,176.97500063045592,204.19269793374454
2014-06-20 14:00:00,1.122289859948253,2.6232316497117925,0.0,0.1522340306255797,0.40601881656189887,0.0,0.0,0.6327310088908755,0.0,0.449888014641311,143.62500057247036,210.3577078412898,143.62500057247036,143.62500057247036
2014-06-20 15:00:00,0.9529401762760332,2.283270233846551,0.0,0.37260409505935616,0.44355600164209813,0.0,0.0,0.5676571586218073,0.0,0.3524174798751054,145.95500046319222,257.76837738670804,145.95500046319222,145.95500046319222
2014-06-20 16:00:00,0.7399340601367547,2.1144549341578163,0.0,0.5632734617335042,0.47762379273981953,0.0,0.0,0.465297732826799,0.0,0.19909893595388262,98.76500035652683,235.32692436164137,98.76500035652683,98.76500035652683
2014-06-20 17:00:00,0.5098514707305866,2.029416220220053,0.0,0.7112483284052069,0.505900526191441,0.0,0.0,0.3030450402368492,0.0,0.0,67.73500020806897,158.057153829662,67.73500020806897,67.73500020806897
2014-06-20 18:00:00,0.27259973408458354,1.989507993546626,0.0,0.8064444524508175,0.5264591893417436,0.0,0.40628870369344483,0.047373046734820456,0.35352984116786357,0.0,24.68000005843502,31.58188605301818,58.30426466668678,24.68000005843502
2014-06-20 19:00:00,0.03272210060976913,1.9794406206181687,0.0,0.8423743753356593,0.5378987432718356,0.0,0.929389401674327,0.0,0.92311474449147,0.0,0.39000000050976197,0.39000000050976197,0.39000000050976197,0.39000000050976197
2014-06-20 20:00:00,-0.2068656697668475,1.9949475830726229,0.0,0.8165895321921375,0.5394396012861342,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-06-20 21:00:00,-0.44323726664763624,2.0394615893662564,0.0,0.7308471174690143,0.5309767564573544,0.0,1.0,0.2266775811666667,1.0,0.0,0.0,0.0,0.0,0.0
2014-06-20 22:00:00,-0.6718981323005376,2.1261114533963443,0.0,0.5909903350336302,0.5130869376750661,0.0,1.0,0.40193698307307757,1.0,0.10419436005823235,0.0,0.0,0.0,0.0
2014-06-20 23:00:00,-0.8835863868534973,2.2863354334458688,0.0,0.4065501934846956,0.4869893065249581,0.0,1.0,0.5122828928115116,1.0,0.26947541822517296,0.0,0.0,0.0,0.0
2014-06-21 00:00:00,-1.0557007362683992,2.5857811100518973,0.0,0.1900959836670252,0.4544623734415355,0.0,1.0,0.5824744958968575,1.0,0.3746115529480625,0.0,0.0,0.0,0.0
2014-06-21 01:00:00,-1.1373573673241288,3.0860019027697803,0.0,0.0,0.4177227951611351,0.043621297727799845,1.0,0.62575852336585,1.0,0.43944431275547213,0.0,0.0,0.0,0.0
2014-06-21 02:00:00,-1.0807727387134975,3.6156261694745306,0.0,0.0,0.37927431322854277,0.2786742042087934,1.0,0.6477910682505177,1.0,0.4724456477508563,0.0,0.0,0.0,0.0
2014-06-21 03:00:00,-0.9212334462543864,3.952308755409841,0.0,0.0,0.341737128148344,0.49904426864257,1.0,0.648325068197438,1.0,0.47324549684809325,0.0,0.0,0.0,0.0
2014-06-21 04:00:00,-0.7147984834211307,4.133157381837362,0.0,0.0,0.3076693370506228,0.689713635316718,1.0,0.6192636437422279,1.0,0.4297159904333874,0.0,0.0,0.0,0.0
2014-06-21 05:00:00,-0.48846803946760264,4.230823147421645,0.0,0.0,0.2793926035990015,0.8376885019884206,1.0,0.5341145336742875,1.0,0.30217583015592364,0.0,0.0,0.0,0.0
2014-06-21 06:00:00,-0.2531575440256181,4.282101323204225,0.0,0.0,0.2588339404486976,0.9328846260340311,1.0,0.3043639673359496,1.0,0.0,0.0,0.0,0.0,0.0
2014-06-21 07:00:00,-0.013942737141053329,4.302733986511304,0.0,0.0,0.24739438651860648,0.9688145489188739,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-06-21 08:00:00,0.22520043508934565,4.297599149796911,0.0,0.0,0.2460173243476372,0.9431923498253403,0.0,0.2766692964980877,0.0,0.0,61.52000018240001,61.52000018240001,61.52000018240001,61.52000018240001
2014-06-21 09:00:00,0.46322875724561335,4.26435060171061,0.0,0.0,0.25444360917341013,0.8576674331311078,0.0,0.5509218496486161,0.0,0.3273505826752333,87.37000029231798,87.37000029231798,87.37000029231798,286.4386057993983
2014-06-21 10:00:00,0.6952334827405676,4.190261829871551,0.0,0.0,0.2722994359705821,0.7180040522521098,0.0,0.6512880171824866,0.0,0.47768353487509707,115.57000041442703,115.57000041442703,115.57000041442703,359.84287012322665
2014-06-21 11:00:00,0.9128948355197919,4.042995844487708,0.0,0.0,0.29836795965107615,0.5337200357905997,0.0,0.6871731395390799,0.0,0.5314338823923466,154.98000050611842,154.98000050611842,154.98000050611842,354.88162245095793
2014-06-21 12:00:00,1.0945133671683314,3.7465304983651992,0.0,0.0,0.33087265340633704,0.3173740349246939,0.0,0.690796306318529,0.0,0.5368608242757578,163.72500054219626,163.72500054219626,163.72500054219626,283.93039815367604
2014-06-21 13:00:00,1.1842313240671927,3.2058549040348954,0.0,0.0,0.36759837607349133,0.08370967208473205,0.0,0.6722229871794453,0.0,0.509040872922266,157.2050005336047,157.2050005336047,157.2050005336047,187.11453995972934
2014-06-21 14:00:00,1.1226092401551508,2.6251626202928833,0.0,0.15134921255035969,0.4060423303448981,0.0,0.0,0.6327621093077489,0.0,0.4499345982421211,143.2700005135747,215.47527721117171,143.2700005135747,143.2700005135747
2014-06-21 15:00:00,0.9535600449409496,2.2843873094194063,0.0,0.37178374444587226,0.4435846242686001,0.0,0.0,0.5677939905181058,0.0,0.35262243283316974,125.61500042855658,270.6066835639632,125.61500042855658,125.61500042855658
