dN_m,dS_m,etaE_rad,etaW_rad,material_m,E_cool_th_kWh,E_cool_el_kWh,E_cool_th_2040_kWh,E_cool_el_2040_kWh,E_pv_el_kWh,MNZ_kWh,obj1_E_cool_el_kWh,obj2_neg_MNZ_kWh
1.4001630111811025,2.430907665820399,1.0583846486686357,0.3229778571612424,1,92559.89618800848,30853.298729336162,144963.8965776348,48321.298859211594,453690.62928,405369.3304207884,30853.298729336162,-405369.3304207884
0.13141129736168633,1.1335129325784719,1.0744946212171689,0.27168398682677675,1,102934.63883018728,34311.546276729096,155389.59586503071,51796.531955010236,453690.62928,401894.09732498974,34311.546276729096,-401894.09732498974
0.4628684762026435,1.5913235388092368,0.805645569156539,1.4579990529886,1,104186.518321008,34728.839440336,156634.70244146034,52211.56748048678,453690.62928,401479.06179951323,34728.839440336,-401479.06179951323
2.049146859727364,1.7805467773265766,1.430623895349454,0.3555251742277217,1,93503.07124810557,31167.690416035188,145905.252065152,48635.08402171733,453690.62928,405055.5452582827,31167.690416035188,-405055.5452582827
2.2342864677234515,0.06549417493743481,0.8509894094273837,0.6418739446326237,2,96079.37994405856,32026.45998135285,128831.17356194499,42943.72452064833,453690.62928,410746.9047593517,32026.45998135285,-410746.9047593517
2.90252919730263,1.545400130538567,0.6219383040686862,0.7702977287562686,1,94668.69842151158,31556.232807170527,147067.04143228775,49022.34714409592,453690.62928,404668.28213590407,31556.232807170527,-404668.28213590407
0.9774760744144558,1.0344937781965136,1.0413512645789678,0.2829305159094597,2,79174.63142637254,26391.543808790844,111938.67104194548,37312.89034731516,453690.62928,416377.7389326848,26391.543808790844,-416377.7389326848
1.1113791181046067,1.263840383049764,0.9028250552994163,0.1303324034078447,2,76643.52068708632,25547.840229028774,109402.87144442255,36467.62381480751,453690.62928,417223.0054651925,25547.840229028774,-417223.0054651925
1.4086674338274237,0.30086219548575077,0.28230912850554635,1.5613129905576608,1,107779.53886824628,35926.51295608209,160192.83071451855,53397.61023817285,453690.62928,400293.0190418271,35926.51295608209,-400293.0190418271
0.5684140772528571,2.3484616969459355,0.6773063584512714,1.3886861499073928,2,86140.38648552766,28713.462161842555,118924.77782895256,39641.592609650856,453690.62928,414049.03667034913,28713.462161842555,-414049.03667034913
0.38976451600641493,2.8272127524255675,0.5605883543088855,1.441136756145437,1,103078.4253766422,34359.475125547404,155527.68695509268,51842.562318364224,453690.62928,401848.0669616358,34359.475125547404,-401848.0669616358
1.4271147786778013,0.06680646188880002,1.3448456492663639,0.5183077118300142,1,112175.40951168006,37391.80317056002,164583.95162094358,54861.31720698119,453690.62928,398829.3120730188,37391.80317056002,-398829.3120730188
0.6807280471526523,1.8041182884340436,0.6568985587504699,0.4235493119357955,2,79228.62074070363,26409.540246901208,112002.8095649542,37334.269854984734,453690.62928,416356.3594250153,26409.540246901208,-416356.3594250153
2.0094419840475313,2.291532201865074,1.3076861919791722,0.726023840517877,2,80650.76116705513,26883.587055685042,113408.41774572941,37802.80591524314,453690.62928,415887.8233647569,26883.587055685042,-415887.8233647569
1.3114557566169922,0.8544227659496683,0.7503127030343899,0.76637947239767,2,82496.68365283888,27498.894550946294,115254.5687854061,38418.189595135365,453690.62928,415272.4396848646,27498.894550946294,-415272.4396848646
2.498034588173512,2.3626667545896503,1.2076458282650469,0.10823117513043373,1,90844.8469591449,30281.6156530483,143243.70351003972,47747.90117001324,453690.62928,405942.72810998675,30281.6156530483,-405942.72810998675
2.1007953060067472,1.8970651522989037,0.2988644349114492,1.2455020754629544,2,79606.39744852477,26535.465816174925,112361.41474089268,37453.80491363089,453690.62928,416236.8243663691,26535.465816174925,-416236.8243663691
0.9370999241461232,2.78748789681321,1.4592358228979398,1.5651005460687655,1,101514.95589483404,33838.31863161135,153944.56222603435,51314.85407534478,453690.62928,402375.7752046552,33838.31863161135,-402375.7752046552
2.4967794041856033,2.9430144340613182,0.8064230394744099,0.8771755790500714,1,95527.52317468694,31842.507724895648,147931.78790561386,49310.59596853796,453690.62928,404380.03331146203,31842.507724895648,-404380.03331146203
2.4142930724904055,0.1270383419961144,0.4819034210706704,0.6707402816683034,2,92742.68420643471,30914.22806881157,125488.89174404548,41829.630581348494,453690.62928,411860.9986986515,30914.22806881157,-411860.9986986515
1.1624351370905233,1.3348132830810187,0.45498972135626614,0.6773452830351688,1,94215.34652500918,31405.115508336396,146620.03598188,48873.34532729333,453690.62928,404817.28395270667,31405.115508336396,-404817.28395270667
0.8649843117907323,1.6409633627346545,0.48966361420520876,0.241233384292988,1,91241.17429694836,30413.724765649455,143651.52814311508,47883.84271437169,453690.62928,405806.7865656283,30413.724765649455,-405806.7865656283
2.0474865119249266,0.44022969962295744,0.6390845341894125,0.49125787299509727,1,100612.54370346009,33537.51456782003,153009.1098063502,51003.036602116736,453690.62928,402687.5926778833,33537.51456782003,-402687.5926778833
0.4192574508279294,1.0088574912820851,1.1547537130331567,0.8381351992929078,1,104201.00227050215,34733.667423500716,156647.5088233465,52215.83627444883,453690.62928,401474.79300555115,34733.667423500716,-401474.79300555115
0.599724607425325,2.9629423432693853,1.4959164730641665,0.734816561668005,2,84414.3482147772,28138.1160715924,117197.05233465203,39065.684111550676,453690.62928,414624.9451684493,28138.1160715924,-414624.9451684493
0.022086809253016537,0.04869136902741433,1.0834850222817394,0.9012010762423719,1,126262.07189772035,42087.35729924012,178727.92118424695,59575.97372808232,453690.62928,394114.6555519177,42087.35729924012,-394114.6555519177
2.360773132506415,1.3575237945731522,0.9043344182878281,1.3481265034969878,2,83707.809881108,27902.603293702665,116468.70335800457,38822.901119334856,453690.62928,414867.72816066514,27902.603293702665,-414867.72816066514
1.9945525697760964,2.5279638651545886,0.759438777785188,0.43110618496842956,1,92011.48069636436,30670.493565454788,144408.30998187483,48136.10332729161,453690.62928,405554.5259527084,30670.493565454788,-405554.5259527084
2.115496135879005,0.9717037881578653,1.3174458665452962,0.14066634593227856,2,77798.11560830152,25932.705202767174,110552.04943705247,36850.683145684154,453690.62928,416839.94613431586,25932.705202767174,-416839.94613431586
2.3421870930659034,1.4393955082654601,1.3489960875957228,0.1561914045656289,2,76648.33479217147,25549.444930723825,109401.95147840734,36467.317159469116,453690.62928,417223.31212053087,25549.444930723825,-417223.31212053087
1.3767473266150199,2.93413723736394,0.5307653814162433,0.2972281438010818,1,89977.84933126956,29992.61644375652,142375.2263776201,47458.40879254003,453690.62928,406232.22048745997,29992.61644375652,-406232.22048745997
1.7062235878586813,1.4246305094271117,1.5015277655205423,0.9386099876624716,2,83190.45034417164,27730.150114723878,115953.37722918543,38651.125743061806,453690.62928,415039.50353693817,27730.150114723878,-415039.50353693817
0.41939099438297234,0.39276393643949714,0.6808195839133816,1.2880316707557495,2,96976.31002479959,32325.436674933197,129763.57005873419,43254.5233529114,453690.62928,410436.1059270886,32325.436674933197,-410436.1059270886
0.3435902206079203,0.15516447499917319,1.276114761711546,1.4036047307425286,2,105683.93098497552,35227.97699499184,138473.879569965,46157.959856655005,453690.62928,407532.669423345,35227.97699499184,-407532.669423345
2.005208885371415,2.8362497173198453,1.5212252207808832,1.0336164069032077,1,98206.51218608499,32735.50406202833,150619.07259466537,50206.35753155512,453690.62928,403484.2717484449,32735.50406202833,-403484.2717484449
1.4132886184293976,0.7974282398251971,1.1343774082577485,0.6926205811028133,2,83520.19394399814,27840.064647999377,116280.02795975236,38760.00931991745,453690.62928,414930.6199600825,27840.064647999377,-414930.6199600825
1.6957083194435665,1.5121917196936527,0.3374795678832548,0.3271366209895367,2,73997.76148501862,24665.92049500621,106743.1407351672,35581.0469117224,453690.62928,418109.5823682776,24665.92049500621,-418109.5823682776
2.2949965722480767,0.2721052982699058,0.9616213241056782,0.6900849589819141,1,107192.9799797334,35730.9933265778,159596.79295082818,53198.930983609396,453690.62928,400491.6982963906,35730.9933265778,-400491.6982963906
1.9041549600017724,1.270965361651815,0.2746023709505003,0.5886502468444418,1,91861.2634872655,30620.421162421833,144255.3861755759,48085.128725191964,453690.62928,405605.500554808,30620.421162421833,-405605.500554808
1.6607382019739876,2.7903165577503724,1.2600387986073216,1.3789380448599926,2,83910.69425394859,27970.231417982865,116676.66768242703,38892.22256080901,453690.62928,414798.406719191,27970.231417982865,-414798.406719191
1.6776214822362405,1.507238980892815,0.513533305594608,0.8154774847935926,2,79195.71793784577,26398.57264594859,111947.69801468056,37315.89933822685,453690.62928,416374.7299417731,26398.57264594859,-416374.7299417731
0.9118502941878366,2.9134054554069837,1.1219657898982274,0.43250797293315735,1,94454.45354494883,31484.817848316277,146869.87766899276,48956.625889664254,453690.62928,404734.0033903357,31484.817848316277,-404734.0033903357
0.09245350370381822,0.776506911712199,1.4378318209713925,0.5245375682191964,1,108348.76131762957,36116.25377254319,160808.03213717518,53602.67737905839,453690.62928,400087.9519009416,36116.25377254319,-400087.9519009416
1.310152167697087,1.5136357191118115,0.3660844804851534,0.30061114187775284,1,89884.20103405288,29961.400344684294,142280.73750730397,47426.91250243466,453690.62928,406263.7167775653,29961.400344684294,-406263.7167775653
0.6437540184585876,2.578592375427976,0.677501022743715,1.4503206101316228,2,85507.6637563735,28502.554585457834,118290.1764139628,39430.05880465427,453690.62928,414260.5704753457,28502.554585457834,-414260.5704753457
1.2255859311739083,1.3447570636612314,1.0512646184681425,0.17400839396760875,2,77032.88239291112,25677.627464303707,109791.24065936719,36597.080219789066,453690.62928,417093.54906021093,25677.627464303707,-417093.54906021093
2.5602092198044986,0.8384621207105688,0.7168981314299666,0.11888398537716452,2,76563.59127271894,25521.197090906313,109309.77826420676,36436.59275473559,453690.62928,417254.0365252644,25521.197090906313,-417254.0365252644
0.7018184575960222,2.566426090253645,0.3569838441883314,0.36899373228449706,1,91933.19208985803,30644.39736328601,144353.06832532075,48117.68944177358,453690.62928,405572.9398382264,30644.39736328601,-405572.9398382264
0.17490822506719805,1.1696684066178271,0.1427352728281316,1.29198480632862,1,104626.43070067443,34875.476900224814,157083.17756492822,52361.05918830941,453690.62928,401329.5700916906,34875.476900224814,-401329.5700916906
0.8441516760659896,1.5921698731807021,0.6976992712418855,0.8694961763476894,1,97670.2575988659,32556.7525329553,150092.24088351612,50030.74696117204,453690.62928,403659.88231882796,32556.7525329553,-403659.88231882796
0.8807812733000508,2.929581199245437,1.054337269075423,1.01998963244417,2,83243.36883681652,27747.789612272172,116016.3702955476,38672.1234318492,453690.62928,415018.5058481508,27747.789612272172,-415018.5058481508
1.9857495441806852,0.5594498842675917,0.9437567859841582,0.6258655628611302,1,100928.81103233893,33642.93701077964,153331.76218070436,51110.58739356812,453690.62928,402580.04188643186,33642.93701077964,-402580.04188643186
1.6710964570238351,0.9042019101605571,0.3296746224481444,0.20095663875727998,1,90344.07654988255,30114.692183294184,142736.5123158143,47578.837438604765,453690.62928,406111.7918413952,30114.692183294184,-406111.7918413952
2.3516946273192403,0.09320880020951983,0.7625193624850584,1.3585524988634872,2,98954.75649540359,32984.918831801195,131714.19463237142,43904.73154412381,453690.62928,409785.8977358762,32984.918831801195,-409785.8977358762
1.9929406209821625,1.1755131297301582,0.6431224378864416,0.382084580024349,2,76790.46587193277,25596.821957310924,109536.978905204,36512.32630173467,453690.62928,417178.30297826533,25596.821957310924,-417178.30297826533
1.2191605843202116,0.6005502917545786,0.5030775313712978,0.1485970248013186,1,94862.1042745728,31620.7014248576,147261.74952197657,49087.24984065886,453690.62928,404603.37943934114,31620.7014248576,-404603.37943934114
2.442061153998104,2.040104806223674,1.1720287284747721,0.9418750798217946,1,97400.58408644437,32466.861362148124,149809.3197912263,49936.439930408764,453690.62928,403754.1893495912,32466.861362148124,-403754.1893495912
0.5009187597231117,0.5439643762975571,0.5551884841399609,0.22243515396536356,1,100761.67888098073,33587.22629366024,153194.79560430654,51064.931868102176,453690.62928,402625.6974118978,33587.22629366024,-402625.6974118978
0.06813621940158143,2.024438257217609,0.8940086699295529,0.2407699222339563,2,86430.12036760195,28810.040122533985,119220.56132382019,39740.187107940066,453690.62928,413950.4421720599,28810.040122533985,-413950.4421720599
0.27014358232692526,0.790426284567953,1.4571385968463364,1.276554236279312,2,94689.06363364049,31563.021211213494,127479.79019088302,42493.26339696101,453690.62928,411197.36588303896,31563.021211213494,-411197.36588303896
2.1670780517893506,1.0656535023635993,0.8927356939127661,0.8226660962974534,2,81854.06623594716,27284.68874531572,114609.43377149838,38203.14459049946,453690.62928,415487.48468950053,27284.68874531572,-415487.48468950053
1.3856316907541621,1.0465819561391925,1.0070236779360244,0.4550174248033002,1,95257.03236406625,31752.344121355418,147661.6103669542,49220.53678898473,453690.62928,404470.09249101527,31752.344121355418,-404470.09249101527
0.4838153371008054,2.150255250490828,0.20767159966630055,0.6124808423384925,1,95669.47313393748,31889.824377979163,148103.1568712397,49367.7189570799,453690.62928,404322.91032292007,31889.824377979163,-404322.91032292007
1.5031343253100906,1.3995277894150293,0.3618571913003523,1.1719842388994621,2,80492.27640562168,26830.758801873893,113249.75234658232,37749.917448860775,453690.62928,415940.7118311392,26830.758801873893,-415940.7118311392
0.45693630813950525,1.0838966965580492,0.2483982629682268,0.1975405927922047,2,78550.07816937126,26183.35938979042,111331.65182550058,37110.55060850019,453690.62928,416580.0786714998,26183.35938979042,-416580.0786714998
2.088961125233208,2.5578681571183495,1.224275034083085,0.2712265054218186,1,92074.64285552398,30691.547618507993,144475.1476774716,48158.3825591572,453690.62928,405532.2467208428,30691.547618507993,-405532.2467208428
1.338468826722092,1.7158518769236082,1.3288039889477583,1.0059051914361374,2,83252.70536333357,27750.901787777857,116018.16559633685,38672.721865445616,453690.62928,415017.9074145544,27750.901787777857,-415017.9074145544
1.1430636782894474,0.6414924638339934,0.3740892809960291,0.9922484496666477,2,84380.83093200285,28126.94364400095,117141.15367607473,39047.05122535824,453690.62928,414643.5780546417,28126.94364400095,-414643.5780546417
0.9045362674436296,2.700273834431048,0.42232947385694386,1.5295194112669965,1,97908.94500756856,32636.315002522853,150331.9566181244,50110.652206041465,453690.62928,403579.97707395855,32636.315002522853,-403579.97707395855
1.8908477793566654,1.0279508881009218,0.5751147155543909,0.6505877374455109,2,79343.93945256558,26447.97981752186,112092.48790777031,37364.162635923436,453690.62928,416326.4666440766,26447.97981752186,-416326.4666440766
1.0854378316601712,0.11693813261196118,0.9688840969221381,0.19566411195094832,1,107899.37008447878,35966.45669482626,160308.60859394402,53436.20286464801,453690.62928,400254.426415352,35966.45669482626,-400254.426415352
0.262949757948303,1.4838006719233587,1.0140404048860288,0.890180029228953,2,89458.10580445542,29819.36860148514,122247.5354282443,40749.17847608143,453690.62928,412941.45080391853,29819.36860148514,-412941.45080391853
0.35401770636154595,0.3718141633226334,1.1095283190559428,1.0383698132898318,1,114178.07641987375,38059.35880662458,166630.30178734704,55543.43392911568,453690.62928,398147.19535088434,38059.35880662458,-398147.19535088434
2.8856929936485436,0.7153993311472276,1.4306333516337901,0.3052160951057862,2,81032.44823995992,27010.816079986642,113785.26351119009,37928.421170396694,453690.62928,415762.2081096033,27010.816079986642,-415762.2081096033
2.725742072122821,2.2413326180622333,0.533709006529911,0.9127071010967391,2,79007.14605463731,26335.715351545772,111757.36154674465,37252.45384891488,453690.62928,416438.1754310851,26335.715351545772,-416438.1754310851
2.0991214014322486,0.39225544012895575,1.0683757141339603,0.3907176688376489,1,102267.15045582535,34089.05015194178,154667.81545352508,51555.93848450836,453690.62928,402134.6907954916,34089.05015194178,-402134.6907954916
0.7976098843785587,2.4208326730621073,0.9227925832932075,1.3417531850851705,1,100596.2495206649,33532.083173554965,153028.1626364388,51009.3875454796,453690.62928,402681.2417345204,33532.083173554965,-402681.2417345204
2.9075291320431718,2.8107218643928613,0.5495807434064737,1.3276873988022297,2,80788.20691373946,26929.40230457982,113543.2614332462,37847.75381108207,453690.62928,415842.87546891795,26929.40230457982,-415842.87546891795
2.3362527118973837,1.819596301223834,1.4339003242927,0.7315547711177094,2,81074.85954397268,27024.953181324225,113832.57543600544,37944.191812001816,453690.62928,415746.4374679982,27024.953181324225,-415746.4374679982
2.150670567476987,2.131077576068488,0.24036061558004973,1.521112490053822,2,80062.65283790881,26687.550945969604,112819.83279694631,37606.61093231544,453690.62928,416084.0183476845,26687.550945969604,-416084.0183476845
1.348084506431366,2.1407598297222523,1.1466415094431157,1.5402675954411202,2,84756.03979699597,28252.013265665326,117524.26509711027,39174.75503237009,453690.62928,414515.8742476299,28252.013265665326,-414515.8742476299
0.8167246855354771,2.9784238718113345,1.169974358143225,0.28999910075300067,2,78334.49688382643,26111.498961275476,111105.80925518592,37035.269751728636,453690.62928,416655.35952827136,26111.498961275476,-416655.35952827136
0.2891728864604979,1.0246147866048685,1.4455299957042436,0.6405392931037274,2,89262.38719324171,29754.129064413904,122050.92195263325,40683.64065087775,453690.62928,413006.98862912226,29754.129064413904,-413006.98862912226
2.707807189631525,0.48856965372810746,0.8623134707564897,0.9824725609685675,2,88570.93728068918,29523.645760229727,121326.9848405491,40442.328280183036,453690.62928,413248.300999817,29523.645760229727,-413248.300999817
1.3673288695008332,1.5575017047429645,0.5727848371822915,0.22471158008472325,1,90512.31717084417,30170.77239028139,142910.31877658595,47636.77292552865,453690.62928,406053.85635447135,30170.77239028139,-406053.85635447135
0.607090094385691,1.5997494294951247,1.3167787846942303,0.6625035906067814,2,84259.957014521,28086.652338173666,117041.69713194577,39013.899043981924,453690.62928,414676.7302360181,28086.652338173666,-414676.7302360181
0.9178698724519575,0.5337374648884334,1.2330911142936172,0.48392296350438846,1,102188.40695567873,34062.802318559574,154605.49087198311,51535.16362399437,453690.62928,402155.4656560056,34062.802318559574,-402155.4656560056
1.737658706825688,1.8393282569824185,0.8354639531966214,1.499513824821055,2,83588.20704021899,27862.735680072994,116351.36360908237,38783.787869694126,453690.62928,414906.8414103059,27862.735680072994,-414906.8414103059
0.5303183488176951,0.04237420043047191,1.2287503421817023,0.7050311595622616,1,118278.07992056197,39426.02664018732,170718.738757162,56906.24625238733,453690.62928,396784.38302761264,39426.02664018732,-396784.38302761264
2.5698428522771266,2.7830052073626645,0.49377713505357335,1.2211261620648435,1,95674.6032945202,31891.534431506734,148079.35060243285,49359.783534144284,453690.62928,404330.8457458557,31891.534431506734,-404330.8457458557
2.2755585895056303,0.7937228334637849,0.9665743056930978,0.6684568843628954,2,82464.16194327203,27488.053981090678,115217.61381542712,38405.87127180904,453690.62928,415284.75800819095,27488.053981090678,-415284.75800819095
2.1583888678528105,0.11868062517057543,1.371819678538177,0.2937637435156881,2,92941.42789724273,30980.475965747577,125695.58887100339,41898.5296236678,453690.62928,411792.09965633217,30980.475965747577,-411792.09965633217
1.2962791193253111,0.32474832442457113,0.5674372217862734,1.3688327493364458,2,92945.94467041243,30981.98155680414,125708.41680101406,41902.80560033802,453690.62928,411787.82367966196,30981.98155680414,-411787.82367966196
1.8819265221073296,0.7207468448389251,0.8108184741731925,0.10061286784756268,2,78250.23937625074,26083.413125416915,110999.75874348263,36999.91958116087,453690.62928,416690.7096988391,26083.413125416915,-416690.7096988391
1.7522939067382066,0.8217185058181357,1.4980359356341475,0.18223308474244154,1,95009.29821325415,31669.766071084716,147412.97091379532,49137.6569712651,453690.62928,404552.9723087349,31669.766071084716,-404552.9723087349
1.94953980466446,0.09842999849318601,1.273371407698453,0.6356450766686536,2,96339.6341435688,32113.211381189598,129095.94341940251,43031.98113980084,453690.62928,410658.64814019913,32113.211381189598,-410658.64814019913
0.25333296341966727,0.8380644365811875,1.4039473598859125,1.1097404356125427,1,109273.23711388951,36424.4123712965,161731.2701583411,53910.423386113696,453690.62928,399780.2058938863,36424.4123712965,-399780.2058938863
1.2474222065118288,0.5788252094804464,0.6663131795089561,0.6023053140774403,1,99847.60144026099,33282.53381342033,152252.82635940867,50750.942119802894,453690.62928,402939.6871601971,33282.53381342033,-402939.6871601971
0.12484252158567744,1.1358627823035556,1.5648627316628014,0.1974798419028332,1,103359.93453875548,34453.311512918495,155816.73222395976,51938.910741319916,453690.62928,401751.71853868006,34453.311512918495,-401751.71853868006
1.4819724577335567,1.1555032120679076,0.32427143888520504,0.5672248495891987,2,76904.51441210494,25634.83813736831,109653.45804095599,36551.152680318664,453690.62928,417139.4765996813,25634.83813736831,-417139.4765996813
0.9895836369983559,1.0170232218086372,0.8625927573279741,0.46012186271553857,2,80108.04313949026,26702.681046496753,112870.29331740919,37623.431105803065,453690.62928,416067.19817419694,26702.681046496753,-416067.19817419694
0.4335725665981407,0.983771650592112,0.8045318719754866,0.107967105732751,2,81661.0759327936,27220.358644264532,114444.83246238827,38148.27748746276,453690.62928,415542.35179253726,27220.358644264532,-415542.35179253726
0.3102089031676549,0.2691938332237537,1.2736953204761978,0.8861588123751907,1,116541.77593802464,38847.25864600822,168995.2955516135,56331.76518387117,453690.62928,397358.86409612885,38847.25864600822,-397358.86409612885
1.7629337165331362,0.07561484137848651,1.4356681255970676,0.27146949467395354,2,94156.29088904116,31385.430296347055,126912.16348824378,42304.05449608126,453690.62928,411386.57478391874,31385.430296347055,-411386.57478391874
0.5117789056106583,0.6063429004693998,1.174774884054848,0.5226195445310992,1,104417.58316478207,34805.86105492736,156856.06528377882,52285.35509459294,453690.62928,401405.27418540703,34805.86105492736,-401405.27418540703
2.775360355130392,2.269948282249846,1.021419867111545,1.0425490504269492,1,97353.15757741596,32451.05252580532,149761.3170066016,49920.43900220053,453690.62928,403770.19027779944,32451.05252580532,-403770.19027779944
1.743183419101185,2.9724292966533663,0.7283209105473004,1.1659200625697765,1,96957.28536516489,32319.09512172163,149366.885970785,49788.96199026166,453690.62928,403901.6672897383,32319.09512172163,-403901.6672897383
1.0406094136045112,2.785578525171987,0.8501790981013292,0.4872797714783531,1,93765.59459856906,31255.19819952302,146174.70616367777,48724.90205455926,453690.62928,404965.7272254407,31255.19819952302,-404965.7272254407
1.7727464744442503,1.512658066613306,0.848671460440488,0.583914696465894,1,94569.6758787019,31523.225292900635,146971.0863941827,48990.362131394235,453690.62928,404700.2671486058,31523.225292900635,-404700.2671486058
0.0684116130890925,1.5954715673338027,0.12994165631603516,0.46295658004737394,1,100126.89421703471,33375.631405678236,152579.9000427033,50859.966680901096,453690.62928,402830.66259909887,33375.631405678236,-402830.66259909887
2.875677639724336,0.9437447071075277,0.8394773330966862,1.5066262424648023,2,85093.33055918022,28364.44351972674,117853.70032050462,39284.56677350154,453690.62928,414406.0625064985,28364.44351972674,-414406.0625064985
