dN_m,dS_m,etaE_rad,etaW_rad,material_m,material_id,L_m,W_m,H_m,theta_deg,wwr_N,wwr_E,wwr_S,wwr_W,A_roof_m2,A_win_total_m2,A_win_N_m2,A_win_E_m2,A_win_S_m2,A_win_W_m2,E_cool_th_kWh,E_cool_el_kWh_current,E_cool_th_2040_kWh,E_cool_el_2040_kWh,P_cool_el_peak_2040_kW,E_pv_el_kWh,MNZ_kWh_el,peak_hour_local,peak_datetime_local,T_out_2040_at_peak_C,solar_gain_at_peak_W,feasible
2.5601083780271003,1.0641759635896508,0.2102477792695886,0.6662028825065516,2,2,52.93635229006162,26.135175635391843,7.011528193122451,20.80692485348694,0.3078682521440236,0.2645854194161351,0.2248021371614462,0.20439143362963366,1383.5008645977375,271.6781936499385,56.416093938346755,98.20477483951787,41.19443430532191,75.86289056675199,116491.46590349374,38830.48863449791,149288.80130773375,49762.933769244584,9.853583334702316,435889.84574220254,386126.91197295795,14,2013-05-16 14:00:00+08:00,30.7,36229.10223147612,True
