dN_m,dS_m,etaE_rad,etaW_rad,material_m,material_id,L_m,W_m,H_m,theta_deg,wwr_N,wwr_E,wwr_S,wwr_W,A_roof_m2,A_win_total_m2,A_win_N_m2,A_win_E_m2,A_win_S_m2,A_win_W_m2,E_cool_th_kWh,E_cool_el_kWh_current,E_cool_th_2040_kWh,E_cool_el_2040_kWh,P_cool_el_peak_2040_kW,E_pv_el_kWh,MNZ_kWh_el,peak_hour_local,peak_datetime_local,T_out_2040_at_peak_C,solar_gain_at_peak_W
0.0,0.0,1.57,1.57,1,1,60.0,24.0,7.2,0.0,0.3,0.3,0.45,0.3,1440.0,388.79999999999995,51.84,129.6,77.76,129.6,205932.92529966583,68644.30843322194,258460.6628754411,86153.5542918137,18.59548769882127,453690.62928,367537.0749881863,11,2013-05-17 11:00:00+08:00,31.08,64470.44529349245
