x,E_heat_kWh,E_cool_kWh,dN_m,dS_m,etaE_rad,etaW_rad
"(2.32186814566789, 2.528195906419416, 1.1526669568683583, 0.7695502763093545)",0.0,235584.4176191945,2.32186814566789,2.528195906419416,1.1526669568683583,0.7695502763093545
"(1.3166353192561568, 1.3391684764311285, 0.6249599259680293, 0.27472124466823805)",0.0,232366.84380845272,1.3166353192561568,1.3391684764311285,0.6249599259680293,0.27472124466823805
"(2.5757937597341476, 2.8589254846803103, 1.3522457479474201, 0.9366849373060012)",0.0,237208.19691912972,2.5757937597341476,2.8589254846803103,1.3522457479474201,0.9366849373060012
"(2.092104087178092, 1.9523837691532102, 0.45423642558678246, 0.32995037720904685)",0.0,227805.6120055239,2.092104087178092,1.9523837691532102,0.45423642558678246,0.32995037720904685
"(0.2825320436629486, 0.34769659595774827, 0.8914384304273383, 0.1896087508298483)",0.0,255573.8225671811,0.2825320436629486,0.34769659595774827,0.8914384304273383,0.1896087508298483
"(2.926867054910268, 2.6552789646804023, 0.3706846492092982, 0.8330417151404255)",0.0,230509.1471933883,2.926867054910268,2.6552789646804023,0.3706846492092982,0.8330417151404255
"(2.283419105971059, 1.4677955724923932, 0.8280919060871877, 1.063398971568543)",0.0,235999.2331350263,2.283419105971059,1.4677955724923932,0.8280919060871877,1.063398971568543
"(2.3581929158308617, 0.42491690391871495, 0.3241257681982277, 1.3555965404173977)",0.0,235248.74862833138,2.3581929158308617,0.42491690391871495,0.3241257681982277,1.3555965404173977
"(0.3843408980266376, 0.45807040152426215, 0.3375205778261372, 1.2507682643128264)",0.0,255886.9100445593,0.3843408980266376,0.45807040152426215,0.3375205778261372,1.2507682643128264
"(1.3511578136867013, 2.0626018053296153, 0.999968364251763, 1.360143553752126)",0.0,241619.47405460483,1.3511578136867013,2.0626018053296153,0.999968364251763,1.360143553752126
"(1.1123940726977437, 0.14211752018846935, 0.4877654819983771, 1.2173010931067092)",0.0,245073.93910420744,1.1123940726977437,0.14211752018846935,0.4877654819983771,1.2173010931067092
"(2.7802949665458057, 0.8597812947414398, 0.3533798230494435, 1.133761913452025)",0.0,232999.61588086284,2.7802949665458057,0.8597812947414398,0.3533798230494435,1.133761913452025
"(1.9315953602419937, 0.4193627714096043, 1.4667593276985575, 0.11490222663682846)",0.0,233260.7452385523,1.9315953602419937,0.4193627714096043,1.4667593276985575,0.11490222663682846
"(2.46828483981249, 1.3232322888518526, 0.1632147785878751, 1.0203703983595394)",0.0,230184.16018392917,2.46828483981249,1.3232322888518526,0.1632147785878751,1.0203703983595394
"(1.3302425964819933, 1.243061315983084, 0.9307677256629541, 0.277108252084503)",0.0,234413.44366336204,1.3302425964819933,1.243061315983084,0.9307677256629541,0.277108252084503
"(0.6817161653543307, 1.5656293040665679, 0.9059478474948999, 0.18624068452883535)",0.0,242693.40487445774,0.6817161653543307,1.5656293040665679,0.9059478474948999,0.18624068452883535
"(1.6637543610475043, 0.8389089873075907, 0.4683950453724979, 0.32992586359531345)",0.0,229891.5882355814,1.6637543610475043,0.8389089873075907,0.4683950453724979,0.32992586359531345
"(0.19145176831252597, 0.09613076813453159, 0.7655744653158422, 1.3102394773193728)",0.0,269213.0920499734,0.19145176831252597,0.09613076813453159,0.7655744653158422,1.3102394773193728
"(2.482893515977746, 1.8431583196055574, 0.22897454113147414, 1.1934586078570315)",0.0,231415.7276470994,2.482893515977746,1.8431583196055574,0.22897454113147414,1.1934586078570315
"(1.8949931973661944, 1.121154008647054, 1.1602671145081118, 1.4946954356516622)",0.0,240346.40377562825,1.8949931973661944,1.121154008647054,1.1602671145081118,1.4946954356516622
"(2.2742632202561213, 1.9540049962201391, 0.4258948081139301, 1.5390951002161035)",0.0,234669.52373211586,2.2742632202561213,1.9540049962201391,0.4258948081139301,1.5390951002161035
"(1.063577904389605, 0.3260009124128054, 0.38427647894503725, 1.4131274599697536)",0.0,243548.68271170222,1.063577904389605,0.3260009124128054,0.38427647894503725,1.4131274599697536
"(2.9120940731847096, 0.04133206588215099, 0.5628713630679295, 0.2954012949361888)",0.0,234621.04312187963,2.9120940731847096,0.04133206588215099,0.5628713630679295,0.2954012949361888
"(2.6793633639665932, 0.7448827436558783, 1.4264837827868189, 1.3912226291597212)",0.0,240592.02942912548,2.6793633639665932,0.7448827436558783,1.4264837827868189,1.3912226291597212
"(2.3351504912212855, 1.3696419689821566, 1.2708059729768078, 1.3327965881393087)",0.0,239318.68576607388,2.3351504912212855,1.3696419689821566,1.2708059729768078,1.3327965881393087
"(0.5839161235559027, 1.1822159225054019, 1.4919316679666237, 1.380496213993755)",0.0,256633.13932081324,0.5839161235559027,1.1822159225054019,1.4919316679666237,1.380496213993755
"(1.4001630111811025, 2.430907665820399, 1.0583846486686357, 0.3229778571612424)",0.0,234509.02554495746,1.4001630111811025,2.430907665820399,1.0583846486686357,0.3229778571612424
"(0.13141129736168633, 1.1335129325784719, 1.0744946212171689, 0.27168398682677675)",0.0,260313.14536695843,0.13141129736168633,1.1335129325784719,1.0744946212171689,0.27168398682677675
"(0.4628684762026435, 1.5913235388092368, 0.805645569156539, 1.4579990529886)",0.0,256402.59710500608,0.4628684762026435,1.5913235388092368,0.805645569156539,1.4579990529886
"(2.049146859727364, 1.7805467773265766, 1.430623895349454, 0.3555251742277217)",0.0,233503.4916531936,2.049146859727364,1.7805467773265766,1.430623895349454,0.3555251742277217
"(2.2342864677234515, 0.06549417493743481, 0.8509894094273837, 0.6418739446326237)",0.0,239618.82996131264,2.2342864677234515,0.06549417493743481,0.8509894094273837,0.6418739446326237
"(2.90252919730263, 1.545400130538567, 0.6219383040686862, 0.7702977287562686)",0.0,232339.62908514027,2.90252919730263,1.545400130538567,0.6219383040686862,0.7702977287562686
