dN_m,dS_m,etaE_rad,etaW_rad,material_m,L_m,W_m,H_m,theta_deg,wwr_N,wwr_E,wwr_S,wwr_W,A_roof_m2,A_win_total_m2,A_win_N_m2,A_win_E_m2,A_win_S_m2,A_win_W_m2,E_cool_th_kWh,E_cool_el_kWh_current,E_cool_th_2040_kWh,E_cool_el_2040_kWh,P_cool_el_peak_2040_kW,E_pv_el_kWh,MNZ_kWh_el,obj1_E_cool_el_kWh,obj2_neg_MNZ_kWh
2.32186814566789,2.528195906419416,1.1526669568683583,0.7695502763093545,2,64.70609141307196,23.086031388748243,7.035300338198101,-9.146701303799105,0.4379790122704278,0.20457397550357045,0.34466984145081997,0.55137948980026,1493.8068574053923,471.2458745532008,71.13530925584259,93.12755353177329,55.98029831536238,251.0027134502226,201579.21630422655,67193.07210140885,234400.41720744368,78133.47240248123,18.533119817033572,470643.175804883,392509.70340240176,67193.07210140885,-392509.70340240176
1.3166353192561568,1.3391684764311285,0.6249599259680293,0.27472124466823805,2,53.520082156111606,26.222534582373417,7.493806389021115,-23.83156541463626,0.2503954527982717,0.5929722360896779,0.4931168082158635,0.21372509724923044,1403.432205190103,469.64646494232613,49.204358381166784,237.82286097876732,96.90070599955364,85.71853958283842,183974.06110588915,61324.68703529638,216800.46196838206,72266.82065612735,16.44135240905501,442169.47244758054,369902.6517914532,61324.68703529638,-369902.6517914532
2.5757937597341476,2.8589254846803103,1.3522457479474201,0.9366849373060012,1,64.35512202967813,22.35114752848821,7.6127826594289285,-11.875892033215305,0.2766628349358233,0.5770774344577871,0.5108938346485143,0.30486482067833814,1438.4108266991973,566.0887777347125,47.07540651678439,282.72267521814865,86.93084836847196,149.35984763130747,256529.49511953865,85509.83170651288,309067.53496923525,103022.51165641175,24.796621019106045,453189.9396724471,350167.42801603535,85509.83170651288,-350167.42801603535
2.092104087178092,1.9523837691532102,0.45423642558678246,0.32995037720904685,2,63.8255605765105,21.500465743317914,7.175074737995255,18.4023811379885,0.5826826065855151,0.31251437699862233,0.5160209070403514,0.2475566361106446,1372.2792787233263,425.9804822095371,89.88895906737922,143.11694878296402,79.60522875853957,113.36934560065431,165093.53426548615,55031.178088495384,197908.09043208644,65969.36347736215,13.401283543090905,432354.33993881283,366384.9764614507,55031.178088495384,-366384.9764614507
0.2825320436629486,0.34769659595774827,0.8914384304273383,0.1896087508298483,2,61.27622876357341,22.346002282770336,7.092605416872294,-0.3912280188514643,0.40320434400835903,0.42343333606630074,0.4960431925617153,0.23920406415824016,1369.2787478303687,430.5105696755441,63.90441162822871,184.02756276851315,78.61856855933922,103.96002671946302,177419.17367501926,59139.72455833975,210238.68440791487,70079.56146930496,16.003216078200172,431408.9838631183,361329.4223938133,59139.72455833975,-361329.4223938133
2.926867054910268,2.6552789646804023,0.3706846492092982,0.8330417151404255,1,55.815711815719744,26.3292398503712,7.311483317336145,-19.705633467003523,0.2765768877573904,0.5081940694358598,0.29264904449701795,0.5782564367203648,1469.5852638152828,552.9550132119595,53.24265446510927,207.39178695097993,56.336637822632966,235.9839339732373,240908.97504482063,80302.99168160687,293442.1398099367,97814.04660331224,25.081403498457775,463011.84938956285,365197.8027862506,80302.99168160687,-365197.8027862506
2.283419105971059,1.4677955724923932,0.8280919060871877,1.063398971568543,1,62.35632966155164,22.21160689143393,7.322635265048235,-11.242057645203719,0.5190299016376034,0.5681871296391833,0.3156346560623712,0.5222277517062359,1385.0342816350465,633.6533381650959,84.4189138071967,259.44143583472027,51.33718643304275,238.4558020901362,283308.0463124639,94436.01543748796,335850.0117790436,111950.00392634787,25.71679744676555,436372.96861762286,324422.964691275,94436.01543748796,-324422.964691275
2.3581929158308617,0.42491690391871495,0.3241257681982277,1.3555965404173977,1,61.89192643842395,23.37759493693346,7.09269007083075,27.214876780416375,0.3882293210133891,0.43436265604979973,0.5768164030256222,0.34589006400187905,1446.884386143958,502.5298015127339,64.37231749513582,190.6766282618201,95.64194825636834,151.8389074994097,226977.48413593054,75659.16137864352,279513.3818667838,93171.12728892792,20.396100361890795,455859.64419795753,362688.5169090296,75659.16137864352,-362688.5169090296
0.3843408980266376,0.45807040152426215,0.3375205778261372,1.2507682643128264,2,58.599688148985145,25.055168786997548,7.571034544957399,-4.082550714082412,0.45536483330907745,0.20757605317527297,0.42154415269813095,0.4749172171215008,1468.2250774382428,469.1391211938069,86.37977105430333,92.09324640645356,79.9642061393654,210.70189759368455,207901.2018028754,69300.40060095847,240728.12531871727,80242.70843957242,17.631558507072175,462583.30507474527,382340.59663517284,69300.40060095847,-382340.59663517284
1.3511578136867013,2.0626018053296153,0.999968364251763,1.360143553752126,2,62.91852533686975,21.816178511302635,7.055598884765484,-3.504044711634414,0.31900061345543157,0.4722711790148981,0.5017801605109493,0.5677781095139864,1372.6417804170683,588.0465423260898,49.10255374983349,209.65434196183645,77.23711573843511,252.0525308759848,260961.56591764736,86987.18863921579,293796.846704713,97932.28223490434,21.72870805554164,432468.5507871106,334536.2685522062,86987.18863921579,-334536.2685522062
