x,E_heat_kWh,E_cool_kWh,dN_m,dS_m,etaE_rad,etaW_rad
"(0.12484252158567744, 1.1358627823035556, 1.5648627316628014, 0.1974798419028332)",11427.01313400279,13761.564303585643,0.12484252158567744,1.1358627823035556,1.5648627316628014,0.1974798419028332
"(0.3712614109510338, 2.7888965631726728, 0.20461816914540373, 1.1225580115825913)",13158.196725585269,10192.59919968637,0.3712614109510338,2.7888965631726728,0.20461816914540373,1.1225580115825913
"(0.0634440490093201, 2.6080854806355713, 1.212696413835562, 0.14126291751351674)",11465.57263460714,13703.583962069266,0.0634440490093201,2.6080854806355713,1.212696413835562,0.14126291751351674
"(0.7481627274966355, 2.1113330836206736, 0.2907430694063352, 0.22735961267411553)",16073.817322768376,6286.656502723814,0.7481627274966355,2.1113330836206736,0.2907430694063352,0.22735961267411553
"(0.15588559939531277, 2.124553460277352, 0.19595753468362997, 1.4649363597027913)",11633.717006978504,13018.144221558581,0.15588559939531277,2.124553460277352,0.19595753468362997,1.4649363597027913
"(0.2852872446898038, 2.6047093208486993, 0.12679967729380595, 0.7283132063247671)",13050.695621361217,10320.794148530966,0.2852872446898038,2.6047093208486993,0.12679967729380595,0.7283132063247671
"(0.5138739122783664, 2.5608905194402016, 0.20047139888157228, 1.451325814152264)",13574.914538054318,9262.330056093886,0.5138739122783664,2.5608905194402016,0.20047139888157228,1.451325814152264
"(0.2631270357323052, 2.6590044717990704, 1.5388487220371507, 0.2897019166604371)",12176.815212780379,12063.601727199413,0.2631270357323052,2.6590044717990704,1.5388487220371507,0.2897019166604371
"(0.8116048227305271, 0.980695055630968, 0.27467648712517817, 0.1758632675092261)",16496.879318977586,6131.644972535687,0.8116048227305271,0.980695055630968,0.27467648712517817,0.1758632675092261
"(0.1081795028320911, 2.4471919066531704, 1.3707420614353147, 1.5318008011547748)",10718.104625402339,16303.81149330683,0.1081795028320911,2.4471919066531704,1.3707420614353147,1.5318008011547748
