x,E_heat_kWh,E_cool_kWh,dN_m,dS_m,etaE_rad,etaW_rad
"(0.19145176831252597, 0.09613076813453159, 0.7655744653158422, 1.3102394773193728)",338339.92967918416,66.54078448269402,0.19145176831252597,0.09613076813453159,0.7655744653158422,1.3102394773193728
"(0.022086809253016537, 0.04869136902741433, 1.0834850222817394, 0.9012010762423719)",337022.7760011871,111.50648421790936,0.022086809253016537,0.04869136902741433,1.0834850222817394,0.9012010762423719
"(0.41939099438297234, 0.39276393643949714, 0.6808195839133816, 1.2880316707557495)",340928.03116532584,22.946077402729316,0.41939099438297234,0.39276393643949714,0.6808195839133816,1.2880316707557495
"(0.3435902206079203, 0.15516447499917319, 1.276114761711546, 1.4036047307425286)",338675.36168871494,61.23379965018702,0.3435902206079203,0.15516447499917319,1.276114761711546,1.4036047307425286
"(0.35401770636154595, 0.3718141633226334, 1.1095283190559428, 1.0383698132898318)",340024.45888379344,42.11908205428077,0.35401770636154595,0.3718141633226334,1.1095283190559428,1.0383698132898318
"(0.5303183488176951, 0.04237420043047191, 1.2287503421817023, 0.7050311595622616)",341921.5768905848,11.357422326684588,0.5303183488176951,0.04237420043047191,1.2287503421817023,0.7050311595622616
"(0.3102089031676549, 0.2691938332237537, 1.2736953204761978, 0.8861588123751907)",339569.3145868647,48.46207855335043,0.3102089031676549,0.2691938332237537,1.2736953204761978,0.8861588123751907
"(0.06483623964099128, 0.27981271597298174, 0.7110469438749842, 1.1778107782710714)",337683.64736162935,83.74905513712375,0.06483623964099128,0.27981271597298174,0.7110469438749842,1.1778107782710714
"(0.19967657086553448, 0.17615604495044912, 1.505595500128843, 0.8088234007977047)",338256.2646466222,70.34657707165022,0.19967657086553448,0.17615604495044912,1.505595500128843,0.8088234007977047
"(0.43161579891342794, 0.2783563623802183, 1.3009136544565358, 1.1355106793186152)",340098.22935568506,37.97176155159238,0.43161579891342794,0.2783563623802183,1.3009136544565358,1.1355106793186152
"(0.607213779377155, 1.13020583462564, 1.4813887645935162, 1.5076901191049612)",341156.61719486583,21.796400992425024,0.607213779377155,1.13020583462564,1.4813887645935162,1.5076901191049612
"(0.28514759269320367, 0.07126951937155956, 1.3235093771997741, 1.112548604534769)",338575.8463614309,65.92611777806965,0.28514759269320367,0.07126951937155956,1.3235093771997741,1.112548604534769
"(0.5946126816386936, 0.20212291539901872, 0.10328575097867379, 1.3907030308492645)",343109.0504975051,0.0,0.5946126816386936,0.20212291539901872,0.10328575097867379,1.3907030308492645
"(0.15497375104319677, 0.29080362536794113, 0.4358016134246179, 1.2508008434687752)",338834.364118318,59.596410031213495,0.15497375104319677,0.29080362536794113,0.4358016134246179,1.2508008434687752
"(0.46563897732327264, 0.4811679722032083, 0.5625911590351125, 1.4390015425505285)",341349.81322140986,16.261748566688595,0.46563897732327264,0.4811679722032083,0.5625911590351125,1.4390015425505285
"(0.445316969760174, 1.7740878292551292, 1.5580861185325097, 1.5023310742059242)",339810.3160932634,46.68106750513863,0.445316969760174,1.7740878292551292,1.5580861185325097,1.5023310742059242
"(0.4977206036296009, 0.03719164174738787, 0.3079039933980183, 0.8433141577711171)",343038.7195085878,1.4790069407531252,0.4977206036296009,0.03719164174738787,0.3079039933980183,0.8433141577711171
"(0.02194336887904691, 0.8861723841295519, 0.41066949609510806, 1.5692916219659956)",337366.93592928274,95.36915512453353,0.02194336887904691,0.8861723841295519,0.41066949609510806,1.5692916219659956
"(0.5555380348607027, 0.6791926212340023, 0.3848751407754466, 1.3335811871064736)",342845.86333862285,2.7430705701076885,0.5555380348607027,0.6791926212340023,0.3848751407754466,1.3335811871064736
"(0.10752825425448953, 1.065844618658331, 0.49297909025263154, 0.7150378539264619)",339907.074881672,45.48469137762423,0.10752825425448953,1.065844618658331,0.49297909025263154,0.7150378539264619
"(0.14212206001644556, 0.30156600425012525, 1.4552875712787177, 1.437508151126874)",336569.18279023137,120.76873187771858,0.14212206001644556,0.30156600425012525,1.4552875712787177,1.437508151126874
"(0.3780790252398796, 0.3570724499465058, 1.2977197623217418, 1.4009059020809411)",339120.2307676123,54.39557666434291,0.3780790252398796,0.3570724499465058,1.2977197623217418,1.4009059020809411
"(0.3807299265555394, 0.08487691691434374, 0.7292014269250787, 0.8376530781618198)",341225.36163064244,17.682438550701256,0.3807299265555394,0.08487691691434374,0.7292014269250787,0.8376530781618198
"(0.4886145016636647, 0.32492436356698207, 0.6789370915919827, 0.9946621959514427)",342200.32815787627,7.640862332626814,0.4886145016636647,0.32492436356698207,0.6789370915919827,0.9946621959514427
"(0.33207622208884835, 0.17280315113692435, 0.2788847224399116, 1.2884206348944758)",340611.4994756532,28.513226625067286,0.33207622208884835,0.17280315113692435,0.2788847224399116,1.2884206348944758
"(0.49593397010187346, 0.1799725037560448, 0.7973417353797109, 0.5907592812201541)",342771.7923117361,4.071332629008728,0.49593397010187346,0.1799725037560448,0.7973417353797109,0.5907592812201541
"(0.3011869369494279, 0.033560259260630665, 0.37615526624615725, 0.4981133886369423)",341642.6366712646,13.757571891687897,0.3011869369494279,0.033560259260630665,0.37615526624615725,0.4981133886369423
"(0.3952644986762024, 0.30228456336411913, 0.8149468822019298, 0.9472920360432157)",341136.618389053,22.002755457495628,0.3952644986762024,0.30228456336411913,0.8149468822019298,0.9472920360432157
"(0.4586313663790079, 0.19905841131174318, 0.5515856664395004, 0.5657769760964881)",342933.40516736574,2.5731606520480135,0.4586313663790079,0.19905841131174318,0.5515856664395004,0.5657769760964881
"(0.38808841037482333, 0.292634120318948, 0.7198821755318806, 0.4251954433361288)",342196.35484076984,8.935870563015698,0.38808841037482333,0.292634120318948,0.7198821755318806,0.4251954433361288
"(0.2882856989156438, 1.0615759179700017, 0.796683294715819, 1.5689120555070182)",339285.38589212537,52.612143924252734,0.2882856989156438,1.0615759179700017,0.796683294715819,1.5689120555070182
"(0.15842130420033107, 0.21070011266010968, 0.5773856111679883, 1.3580383509897238)",338368.04329786426,66.27020773368656,0.15842130420033107,0.21070011266010968,0.5773856111679883,1.3580383509897238
"(0.0015562324971165609, 0.17073960638535257, 0.9666099739690414, 1.5031515462346834)",335925.1992920461,145.8995113867144,0.0015562324971165609,0.17073960638535257,0.9666099739690414,1.5031515462346834
"(0.657567649435897, 0.013090864544146097, 0.8411891434679334, 1.4558297427234996)",342203.64047089766,5.095159576478638,0.657567649435897,0.013090864544146097,0.8411891434679334,1.4558297427234996
